StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Q2	Q3	Q4	Q5	Q6	Q8_1	Q8_2	Q8_3	Q8_4	Q8_5	Q8_6	Q8_7	Q8_8	Q8_9	Q8_10	Q8_11	Q8_12	Q8_13	Q8_14	Q8_15	Q9	Q10	Q11	Q12	Q13
2/18/22 10:59	2/18/22 11:02	IP Address	128.138.65.154	50	149	FALSE	3/4/22 11:02	R_XBzZYRC6mysW90t							anonymous	EN	3155 - Sukanya Saha	Male	Yes	Junior	CS Major																				
2/17/22 16:53	2/17/22 16:55	IP Address	128.138.65.147	100	95	TRUE	2/17/22 16:55	R_3JdRFnGiMDcRUC4					40.01280212	-105.2759018	anonymous	EN	3202 - Caleb Escobedo	Male	Yes	Senior or Above	CS Major		Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree		answering questions in office hours	nothing	better handling of office hours	no
2/18/22 17:32	2/18/22 17:35	IP Address	24.9.126.169	100	186	TRUE	2/18/22 17:35	R_0OEfajhsc4r5DUZ					40.17730713	-105.1008987	anonymous	EN	3202 - Caleb Escobedo	Male	Yes	Senior or Above	CS Major								Strongly Disagree	Strongly Disagree	Neither Agree nor Disagree						I didn't even know the TA's name until I took this survey, there hasn't been much communication between TA's and students.	Not giving the most vague answers possible on Piazza when students are clearly confused by the instructions of homework assignments.	I have no recitations, N/A	There is no recitation for my class so N/A	no
2/23/22 14:44	2/23/22 14:46	IP Address	161.97.230.55	100	111	TRUE	2/23/22 14:46	R_3ekTkd9ajPev4XW					40.17730713	-105.1008987	anonymous	EN	3202 - Caleb Escobedo	Male	No	Junior	CS Major																 n/a	 n/a	 n/a	 n/a	 n/a
2/25/22 9:47	2/25/22 9:49	IP Address	128.138.65.228	100	119	TRUE	2/25/22 9:49	R_32Lwen6SYFPlwvU					40.01280212	-105.2759018	anonymous	EN	3202 - Caleb Escobedo	Female	Yes	Senior or Above	Interested in topic				Agree		Neither Agree nor Disagree		Agree								Unsure, there are no recitations in this class.	N/A	N/A	N/A	N/A
2/17/22 17:11	2/17/22 17:13	IP Address	98.43.36.135	50	167	FALSE	3/3/22 17:13	R_1LFGVuT6oOKbhrg							anonymous	EN	3202 - Caleb Escobedo	Male	Yes	Junior	CS Major																				
2/17/22 18:42	2/17/22 18:42	IP Address	128.138.65.139	50	40	FALSE	3/3/22 18:42	R_1Doudif6Mt815IU							anonymous	EN	3202 - Caleb Escobedo	Prefer not to answer	Yes	Senior or Above	CS Major																				
2/23/22 14:47	2/23/22 14:48	IP Address	161.97.230.55	100	33	TRUE	2/23/22 14:48	R_2dgAHWE5eEkaizq					40.17730713	-105.1008987	anonymous	EN	3302 - Anuj Pasricha	Male	No	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Always helpful.	 n/a	 n/a	 n/a	 n/a
2/18/22 18:08	2/18/22 18:17	IP Address	70.39.81.181	100	531	TRUE	2/18/22 18:17	R_33fmUyi62ctWMpD					37.75100708	-97.8219986	anonymous	EN	3302 - Shivendra Agrawal	Male	Yes	Junior	Interested in topic	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Shiv is very respectful of students regardless of our knowledge background. He takes difficult concepts, assess where we may not be comprehending concepts and gently guides us to find the answers within our preexisting/ancillary knowledge, all in a friendly manner which encourages future interactions. 	It is truly difficult to find an area of improvement in my interactions thus far, as he goes well beyond what is required or even asked to make sure we succeed if we are putting in the effort and eventually understanding. I guess I'd say just keep doing what you're doing and I bet you'll only improve with more instruction/mentoring experience . 	He is really flexible with availability. 	Maybe include a practical example in addition to the theoretical when lecturing. 	Anuj has also been really helpful in explaining material and helping facilitate the course. 
2/18/22 18:32	2/18/22 18:34	IP Address	174.29.117.212	100	81	TRUE	2/18/22 18:34	R_31MJx5OXfCeD83k					39.67959595	-104.9626007	anonymous	EN	3302 - Shivendra Agrawal	Male	Yes	Senior or Above	CS Major	Strongly Agree		Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree			N/A			N/A
2/23/22 14:46	2/23/22 14:47	IP Address	161.97.230.55	100	57	TRUE	2/23/22 14:47	R_2sbcRk1Uwnvolhi					40.17730713	-105.1008987	anonymous	EN	3302 - Shivendra Agrawal	Male	No	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Always helpful.	 n/a	 n/a	 n/a	 n/a
2/17/22 16:51	2/17/22 16:54	IP Address	24.9.63.15	100	215	TRUE	2/17/22 16:54	R_1g7uRfR0PBGkgPi					40.03729248	-105.2789993	anonymous	EN	3308 - Aishwarya Satwani	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree		Agree	Agree	Disagree	Agree	Strongly Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	You are very friendly and helpful! Though many people in the class have questions, they are typically answered quickly and clearly.	The first few labs had very clear and easy-to-follow instructions, but the most recent one (Lab 5 - Javascript) did not provide nearly enough instruction to complete the assignment. We were expected to use code we had never seen before and just look up how to do it instead of learning it in class (which is what class is supposed to be for).			No
2/18/22 15:48	2/18/22 15:55	IP Address	66.186.212.184	100	434	TRUE	2/18/22 15:55	R_6M34Bf7P5yp3K7f					40.17730713	-105.1008987	anonymous	EN	3308 - Aishwarya Satwani	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They help a lot with the in class assignments whenever a student needs it.	I think that the one area of improvement is responding to emails a little bit faster.	N/A	N/A	I have not visited another TA in this same course.
2/18/22 19:06	2/18/22 19:10	IP Address	97.122.207.76	100	219	TRUE	2/18/22 19:10	R_2pWTYYvswQP0SVr					39.73880005	-104.9868011	anonymous	EN	3308 - Aishwarya Satwani	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate the patience and helpful tips when asked for help.	At this point in the semester I am not sure of any areas of improvement.	N/A	N/A	N/A
2/17/22 19:54	2/17/22 19:58	IP Address	73.243.251.33	100	254	TRUE	2/17/22 19:58	R_3HHB0RddEKpd5Lr					39.86929321	-105.0036011	anonymous	EN	3308 - Cori Paik	Male	No	Sophmore	CS Major	Strongly Agree	Agree	Strongly Agree	Agree		Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	he is very helpful in explaining when something doesn't go correct and how to fix it	I feel he stays with certain groups for too long and doesn't interact with every group in a equal fashion	n/a	n/a	n/a
2/17/22 19:35	2/17/22 19:36	IP Address	71.237.75.253	100	100	TRUE	2/17/22 19:36	R_3OqxVUeDQv6ZBj2					40.01420593	-105.2853012	anonymous	EN	3308 - Kanaka Samagna Talanki Sreenivasa Murthy	Male	No	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree			Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Everything	No need	Na	Nothing	No 
2/21/22 10:01	2/21/22 10:03	IP Address	70.39.108.214	100	158	TRUE	2/21/22 10:03	R_27HZvEQ7xDwon31					37.75100708	-97.8219986	anonymous	EN	3308 - Kanaka Samagna Talanki Sreenivasa Murthy	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	She seems to know the subject very well and is a kind person.	N/A	N/A	N/A	N/A
3/2/22 14:41	3/2/22 14:47	IP Address	69.169.12.166	100	352	TRUE	3/2/22 14:47	R_2TN02naaXJpHjFg					39.6374054	-105.3402023	anonymous	EN	3308 - Kanaka Samagna Talanki Sreenivasa Murthy	Male	Yes	Sophmore	CS Major	Strongly Agree	Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree		Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	They know what they are talking about.	nah		no remote	nah
2/19/22 20:31	2/19/22 20:32	IP Address	128.138.65.203	50	43	FALSE	3/5/22 20:32	R_s7ko7tbANmSwEwN							anonymous	EN	3308 - Kanaka Samagna Talanki Sreenivasa Murthy	Female	Yes	Sophmore	CS Major																				
2/17/22 19:04	2/17/22 19:06	IP Address	71.56.219.237	100	141	TRUE	2/17/22 19:06	R_33dOvq80T5nbAQ0					40.03729248	-105.2789993	anonymous	EN	3308 - Sreeram Ganesan	Male	Yes	Sophmore	CS Major	Strongly Agree	Agree	Agree	Agree	Agree	Neither Agree nor Disagree	Disagree	Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He has very constructive slides and is always available to help and is very good at explaining things in a way that makes them more clear.	Not much, I am thoroughly enjoying this class.	N/A	N/A	N/A
2/18/22 0:26	2/18/22 0:34	IP Address	98.245.165.225	100	488	TRUE	2/18/22 0:34	R_poPgl0DSlbXP0Pv					40.03729248	-105.2789993	anonymous	EN	3308 - Sreeram Ganesan	Male	No	Junior	CS Major	Strongly Agree	Agree	Neither Agree nor Disagree		Strongly Agree	Neither Agree nor Disagree	Strongly Agree		Disagree		Agree	Strongly Agree				He sends information easy and smooth; I feel really comfortable asking him for help:)	Give code and program examples.			Welcome students when asking for help & don't humiliate any kind because this course is so hard and everyone is struggling in this course or other impossible courses that take a lifetime.
2/18/22 23:09	2/18/22 23:14	IP Address	76.120.73.51	100	285	TRUE	2/18/22 23:14	R_W8toCbBHY3MO0N3					40.03729248	-105.2789993	anonymous	EN	3308 - Sreeram Ganesan	Male	No	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	nice and helpful	more detail about the lab instruction			none
2/24/22 12:11	2/24/22 12:13	IP Address	128.138.65.114	100	118	TRUE	2/24/22 12:13	R_30i8Gct7f71z6gx					40.01280212	-105.2759018	anonymous	EN	3308 - Sreeram Ganesan	Male	Yes	Junior	Topic is useful for my career	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Super helpful and readily available to help out. Very quick at responding on email. 	n/a	n/a	n/a	n/a
2/24/22 12:11	2/24/22 12:15	IP Address	128.138.65.198	100	243	TRUE	2/24/22 12:15	R_py3AojcH8DjVIYN					40.01280212	-105.2759018	anonymous	EN	3308 - Sreeram Ganesan	Male	Yes	Freshman	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is good at explaining things and is always willing to help.	Provide better and more in depth explanations about more complex topics.	N/A	N/A	N/A
2/17/22 16:56	2/17/22 16:59	IP Address	128.138.65.180	100	164	TRUE	2/17/22 16:59	R_3lA2lvRqZwBYcsr					40.01280212	-105.2759018	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Junior	CS Major	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Wyatt provides a variety of technologies for students to choose from based on preference. We're not confined to outdated systems based on course instruction.	Wyatt's great; no complaints	N/A	N/A	Nope!
2/17/22 19:46	2/17/22 19:48	IP Address	73.78.217.213	100	123	TRUE	2/17/22 19:48	R_2xORvhVaEZN3nc6					40.03729248	-105.2789993	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Very great at answering questions and providing support for the project	He's been awesome so far			NA
2/18/22 13:53	2/18/22 13:57	IP Address	8.45.147.22	100	200	TRUE	2/18/22 13:57	R_33g4AuuPsyW0gBF					38.62869263	-90.19879913	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Prefer not to answer	Interested in topic	Strongly Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Open to all questions	Time is tight in breakout rooms, TAs can't stay for too long/are busy in other breakout rooms			Time is tight in breakout rooms, TAs can't stay for too long/are busy in other breakout rooms
2/18/22 13:53	2/18/22 13:57	IP Address	174.215.0.151	100	227	TRUE	2/18/22 13:57	R_31g6rVeLkf0skYj					39.70669556	-104.9693985	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Junior	CS Major	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree		Seems chill and not overbearing but still helpful	More examples?	Records lecture	It's already fine	No
2/18/22 13:55	2/18/22 13:58	IP Address	67.166.10.29	100	167	TRUE	2/18/22 13:58	R_2rPla1flwyfNVfO					39.92410278	-105.0639038	anonymous	EN	3308 - Wyatt Rees	Male	No	Junior	CS Major	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	Strongly Disagree	He's chill with students	don't even know what improvements I could suggest	keep in touch with students	he reached the peak	Nikita is chill with students too so that's really nice
2/18/22 13:54	2/18/22 13:58	IP Address	73.95.123.253	100	207	TRUE	2/18/22 13:58	R_128RaV2LPXnqJsq					39.98339844	-105.1429977	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Junior	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Very patient, this is critical, and it helps to dispel tension and make working to a solution easy. 	Wyatt always helps out. I think if there are issues with the course it is from above - just too much work for three credit hours. 	Always available, multiple times a week :)	I think it's great so far!	Nikita is also great!
2/18/22 13:54	2/18/22 13:58	IP Address	174.63.75.56	100	240	TRUE	2/18/22 13:58	R_Wok74FVM2NpHN4t					40.01420593	-105.2853012	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Junior	CS Major	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		I appreciate Wyatt's willingness to help whenever he can. It's not his responsibility to be around during all hours but whenever I have an issue he always responded with action or advice in a timely manner and I appreciate it. 	I have nothing to report, I believe he is providing me with everything I need to learn,	His pacing and checks to see if there are any questions from students is very effective, since this is often an issue for remote sections. 	Maybe some sort of real time demonstration, but often we can just figure it out ourselves. 	No
2/18/22 13:54	2/18/22 13:58	IP Address	128.138.65.202	100	276	TRUE	2/18/22 13:58	R_1HkqMCD21RC4GPz					40.01280212	-105.2759018	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		I like how Wyatt clearly explains information and asks if we have any questions. He regularly checks in on us during break-out room time to see if we have any questions. 	Honestly, he's been really good. I don't know what he could do better.	He has a PowerPoint he reads through and uses a pointer to explain what he's talking about. The PowerPoint has a perfect amount of information, it's not an overwhelming amount to read but it also is enough that I can follow along.	Not really	I like Nikkita a lot
2/18/22 13:54	2/18/22 13:59	IP Address	71.237.90.51	100	286	TRUE	2/18/22 13:59	R_125coKsnnxun5O1					40.01420593	-105.2853012	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Senior or Above	CS Minor	Strongly Agree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Agree	Strongly Agree	Agree	Strongly Agree	His effective way to explain each topic for each lecture portion of the recitation, and when questions are asked.	Post the slides!	Easier to present information via PowerPoint 	Posting the slides for each Recitation.	No
2/18/22 13:55	2/18/22 13:59	IP Address	76.120.69.77	100	238	TRUE	2/18/22 13:59	R_1d04vRCCBju12SF					39.9947052	-105.2366028	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Junior	CS Major	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	Agree	Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Agree	Strongly Agree	Strongly Agree	I really applicate the slides. They are helpful in giving a visual representation of the material being covered.	None	Material that is covered is relevant an concise.	none.	none.
2/18/22 13:56	2/18/22 14:00	IP Address	73.243.162.71	100	257	TRUE	2/18/22 14:00	R_2ydYVlDNv7980Ip					40.03729248	-105.2789993	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Junior	CS Major	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Very helpful when asking a question, very good job	n/a	goes into each room and asks if there are any questions, if i am confused i get help right away; divides time well	maybe less lecture time in the beginning? I feel like I don't get enough of the lab done in the lab time allotted, and then i have questions on the later parts a lot of the time (like specifically for the git lab that one was difficult to figure out how to merge branches on my own)	Nikita is also doing a great job! (she is another ta/ca for the course in the same recitation; she also does a great job helping!
2/18/22 13:54	2/18/22 14:00	IP Address	97.118.93.245	100	380	TRUE	2/18/22 14:00	R_2vZDRTU6YwuO9PL					39.65620422	-104.7865982	anonymous	EN	3308 - Wyatt Rees	Female	No	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is very helpful whenever there is a question and explains it in a way that is easy o understand. 	I cannot think of any. 	Step by Step explanations are so helpful. 	Cannot think of any at this time. 	N/A
2/18/22 13:55	2/18/22 14:00	IP Address	128.138.65.219	100	346	TRUE	2/18/22 14:00	R_3RpC7KOaWn6PTyP					40.01280212	-105.2759018	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	My TA is very friendly and helpful, I like talking to him when I ask questions that do and do not relate to the course	The areas of improvement for my TA would be to start going by Space DJ	Just makes it so that the class isn't boring its hard to teach online but does a good job of helping out the best he can so its not boring	Its already the best	N/A
2/18/22 13:55	2/18/22 14:02	IP Address	24.8.103.31	100	397	TRUE	2/18/22 14:02	R_2ykeTclGErnQ1TL					40.03729248	-105.2789993	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Senior or Above	CS Major	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	I appreciate how Wyatt makes topics easy to understand and also does so at a reasonable rate. He always explains things thoroughly and makes sure that everyone is on board with what he is saying before moving on. Also, he has a sense of humor which I believe is important day-to-day.	None I can think of.	For remote learning, even though we are not physically in the same room, Wyatt makes sure that everyone is on the same page and not lost. He takes an appropriate amount of time in between slides/topics in case anyone has questions.	I think doing polls i.e. what would this output, etc. I always appreciate those since it's a direct way for us to be engaged with the material that we are learning. Essentially clicker questions over zoom.	N/A
2/18/22 13:55	2/18/22 14:04	IP Address	174.51.59.92	100	545	TRUE	2/18/22 14:04	R_3FXSdBl9zDDbcBS					39.48950195	-104.8447037	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Prefer not to answer	CS Major	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Strongly Agree	Agree	Agree	Agree	Strongly Agree	Agree	Agree	Strongly Agree	Agree	Strongly Agree		He communicates very clearly. When he does the powerpoints at the beginning of recitation I find it very easy to follow along.	None really come to mind. It would maybe be nice if he made the round through breakout rooms a little more regularly but maybe he's just caught up helping other students, I couldn't say			No
2/18/22 13:54	2/18/22 14:06	IP Address	24.128.127.178	100	701	TRUE	2/18/22 14:06	R_3HhN9jAfEyw54aD					40.06219482	-105.0653	anonymous	EN	3308 - Wyatt Rees	Female	No	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		he is one of the best TAs I've had. He's really kind and willing to help out, even if it's with stuff that doesn't specifically relate to the coursework. For instance, I had questions about possibly pursuing a PhD in CS, and he was very kind to meet over Zoom with me to help clarify everything. I also needed help finding a PC to purchase, and he was kind enough to tell me what characteristics I should look for, as well as offering to look at the PC before I purchased it to see if it's good.	I honestly don't have anything to add. 	He doesn't just read through the slides, and he uses simple vocabulary which makes it really easy to understand him. I have very little experience in HTML, and I was always hesitant about taking a class about it, as I tried taking a course before at my old school and the teacher made it really hard to understand. But Wyatt actually explained everything so well that now I feel like I'm actually not that bad at HTML.	The audio sometimes cuts in and out, but I don't think it's his fault. It's probably my wifi. 	Wyatt, Nikita, and Kanaka have all been very wonderful and helpful. Kanaka isn't my TA, but I always join her office hours before my labs are due, and shes really helpful with explaining to me what things I did wrong. I especially struggle with technical issues, and shes very well-versed in it, so she's not only able to fix it for me, but she also teaches me how to fix it myself in case I come across the same issue later.
2/18/22 14:10	2/18/22 14:15	IP Address	71.218.233.243	100	300	TRUE	2/18/22 14:15	R_2CmihLE8V72h6uB					39.70669556	-104.9693985	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Senior or Above	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Wyatt Rees explains the material for the lab in a way which is easy to understand and leaves time for questions from the class.	Nothing to note	Even though it may be a bit of an awkward silence over zoom he pauses to make sure nobody has any questions	Nothing to note : )	The whole team has been great!
2/18/22 17:38	2/18/22 17:40	IP Address	67.176.92.219	100	119	TRUE	2/18/22 17:40	R_1GVTYPkZ9qid9FL					39.9947052	-105.2366028	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Senior or Above	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	hes helpful	good at what he does	helpful	nothing at the moment	no
2/19/22 17:56	2/19/22 18:00	IP Address	174.51.225.238	100	285	TRUE	2/19/22 18:00	R_zS747DwRR7OEGcx					39.92410278	-105.0639038	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	They are very clear and concise with explanations.	I don’t think they should change anything. 			N/A
2/20/22 22:23	2/20/22 22:28	IP Address	98.43.36.120	100	268	TRUE	2/20/22 22:28	R_2v6acZgSHOxnR5Q					39.9947052	-105.2366028	anonymous	EN	3308 - Wyatt Rees	Male	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Neither Agree nor Disagree	Agree	Agree	Agree	Disagree	Neither Agree nor Disagree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Neither Agree nor Disagree	Strongly Agree	Strongly Agree	Really good at helping individual people with their questions. Very knowledgeable	One thing that could be useful (but is also time consuming) is to complete the labs by following the lab instructions word for word. This may help find issues and mistakes in the lab that we can be warned about. It's a tough ask though, and falls more into the 'going above and beyond' category	communication is very clear	I don't have any comments	none
3/1/22 7:44	3/1/22 7:47	IP Address	67.161.204.180	100	175	TRUE	3/1/22 7:47	R_2X7KlmMZpZ2VQGK					40.05000305	-105.2170029	anonymous	EN	3308 - Wyatt Rees	Female	Yes	Sophmore	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree		Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	He is a fabulous lecturer, definitely far better than the professor. I actually learn things in recitation.	He is great, I just wish we had the time to go a little slower.			I have not visited any other TA
2/23/22 14:38	2/23/22 14:40	IP Address	67.161.136.117	100	105	TRUE	2/23/22 14:40	R_2ASfebGnzPzuBfQ					40.53770447	-105.0546036	anonymous	EN	3403 - Jinpeng Miao	Male	Yes	Senior or Above	CS Major	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	Strongly Agree	answers every question 	n/a	read zoom chat	n/a	n/a
2/23/22 14:39	2/23/22 14:43	IP Address	71.205.225.88	100	218	TRUE	2/23/22 14:43	R_3NRiVwvRryHr5fk					40.03729248	-105.2789993	anonymous	EN	3403 - Jinpeng Miao	Male	Yes	Senior or Above	CS Major	Strongly Agree	Agree	Strongly Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Agree	Strongly Agree		Respectful of time and understands the material very well. 	None come to mind for me	Waits for everyone to join, even if that means needing to wait a few minutes into class time. Also welcomes questions	Nothing comes to mind	None
